,teamname,league,date,blue_side,gamelength,game,result,teamkills,teamdeaths,firstblood,dragons,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,damagetochampions,damagetakenperminute,wardsplaced,wardskilled,controlwardsbought,totalgold,gspd
7070,Victory Five,LPL,2022-02-21 10:13:19,1,1311,2.0,1,23,5,1.0,2.0,1.0,0.0,10.0,1.0,2.0,0.0,45806.0,2438.1236,53.0,29.0,23.0,49117,0.270751
7071,LGD Gaming,LPL,2022-02-21 10:13:19,0,1311,2.0,0,5,23,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,29078.0,2690.2059,56.0,12.0,23.0,34098,-0.270751
7072,Victory Five,LPL,2022-02-21 10:53:26,1,1150,3.0,1,25,2,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,55842.0,3090.1565,44.0,11.0,15.0,43352,0.265651
7073,LGD Gaming,LPL,2022-02-21 10:53:26,0,1150,3.0,0,2,25,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,32999.0,3617.687,42.0,15.0,17.0,28255,-0.265651
7074,Top Esports,LPL,2022-02-21 11:54:27,1,1530,1.0,1,18,0,1.0,2.0,1.0,0.0,10.0,3.0,2.0,0.0,54913.0,2452.902,77.0,33.0,39.0,52510,0.0903584
7075,FunPlus Phoenix,LPL,2022-02-21 11:54:27,0,1530,1.0,0,0,18,0.0,0.0,0.0,1.0,3.0,10.0,0.0,2.0,39344.0,3038.0784,71.0,30.0,26.0,42306,-0.0903584
7076,FunPlus Phoenix,LPL,2022-02-21 12:40:35,1,2073,2.0,1,10,4,1.0,3.0,1.0,0.0,9.0,4.0,2.0,0.0,39169.0,2071.5774,140.0,84.0,47.0,64509,0.0691432
7077,Top Esports,LPL,2022-02-21 12:40:35,0,2073,2.0,0,4,10,0.0,2.0,0.0,1.0,4.0,9.0,0.0,2.0,44934.0,1789.6382,126.0,59.0,58.0,55890,-0.0691432
7078,Top Esports,LPL,2022-02-21 13:35:29,1,1772,3.0,1,9,5,1.0,4.0,1.0,0.0,10.0,4.0,2.0,0.0,65979.0,2254.4357,100.0,43.0,40.0,56271,-0.0337629
7079,FunPlus Phoenix,LPL,2022-02-21 13:35:29,0,1772,3.0,0,5,9,0.0,1.0,0.0,1.0,4.0,10.0,0.0,2.0,43816.0,3121.7607,77.0,53.0,40.0,49050,0.0337629
7080,Royal Never Give Up,LPL,2022-02-22 09:19:55,1,2054,1.0,0,3,17,0.0,1.0,0.0,2.0,3.0,11.0,0.0,3.0,64939.0,2703.3593,112.0,50.0,47.0,57258,-0.086389
7081,Rare Atom,LPL,2022-02-22 09:19:55,0,2054,1.0,1,17,3,1.0,4.0,2.0,0.0,11.0,3.0,3.0,0.0,68295.0,2837.7605,110.0,60.0,44.0,69207,0.086389
7082,Rare Atom,LPL,2022-02-22 10:12:55,0,1630,2.0,1,14,8,1.0,2.0,1.0,0.0,8.0,4.0,1.0,0.0,46446.0,2807.411,78.0,44.0,31.0,52001,0.0265015
7083,Royal Never Give Up,LPL,2022-02-22 10:12:55,1,1630,2.0,0,8,14,0.0,2.0,0.0,1.0,4.0,8.0,0.0,1.0,48113.0,2442.589,83.0,41.0,36.0,47440,-0.0265015
7084,JD Gaming,LPL,2022-02-22 11:20:10,1,1906,1.0,1,20,8,1.0,4.0,1.0,0.0,9.0,3.0,2.0,0.0,65248.0,2703.9035,108.0,66.0,45.0,61963,0.0635121
7085,Invictus Gaming,LPL,2022-02-22 11:20:10,0,1906,1.0,0,7,20,0.0,1.0,0.0,1.0,3.0,9.0,0.0,2.0,49154.0,2932.0042,119.0,48.0,50.0,53863,-0.0635121
7086,JD Gaming,LPL,2022-02-22 12:10:59,1,2096,2.0,0,19,26,1.0,2.0,1.0,1.0,3.0,9.0,0.0,1.0,68461.0,2790.5725,150.0,56.0,50.0,62469,-0.105803
7087,Invictus Gaming,LPL,2022-02-22 12:10:59,0,2096,2.0,1,26,19,0.0,4.0,1.0,1.0,9.0,3.0,1.0,0.0,77287.0,2875.3912,118.0,64.0,52.0,68522,0.105803
7088,JD Gaming,LPL,2022-02-22 13:05:13,1,1648,3.0,0,10,27,0.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,46877.0,2852.6578,87.0,40.0,31.0,47134,-0.100083
7089,Invictus Gaming,LPL,2022-02-22 13:05:13,0,1648,3.0,1,27,10,1.0,3.0,0.0,0.0,9.0,4.0,1.0,0.0,57908.0,3001.0922,88.0,39.0,37.0,56247,0.100083
7090,KT Rolster,LCK,2022-02-23 07:06:11,1,2040,1.0,0,8,20,0.0,1.0,1.0,0.0,1.0,11.0,0.0,3.0,51884.0,3084.1176,123.0,54.0,53.0,56057,-0.0744332
7091,Kwangdong Freecs,LCK,2022-02-23 07:06:11,0,2040,1.0,1,20,8,1.0,4.0,0.0,1.0,11.0,1.0,3.0,0.0,82129.0,2397.8824,134.0,67.0,45.0,65675,0.0744332
7092,V3 Esports,LJL,2022-02-23 08:27:12,1,1619,1.0,0,4,18,1.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,33366.0,2568.882,77.0,24.0,37.0,40636,-0.199425
7093,Crest Gaming Act,LJL,2022-02-23 08:27:12,0,1619,1.0,1,18,4,0.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,46898.0,2167.3749,79.0,41.0,40.0,55379,0.199425
7094,Kwangdong Freecs,LCK,2022-02-23 08:52:07,0,1673,2.0,1,17,2,1.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,60104.0,2303.419,99.0,41.0,47.0,55164,0.209975
7095,KT Rolster,LCK,2022-02-23 08:52:07,1,1673,2.0,0,2,17,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,30114.0,2934.728,75.0,42.0,32.0,41768,-0.209975
7096,Oh My God,LPL,2022-02-23 09:20:31,1,1599,1.0,0,6,16,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,45169.0,2256.1351,100.0,41.0,42.0,42014,-0.151662
7097,Ultra Prime,LPL,2022-02-23 09:20:31,0,1599,1.0,1,16,6,1.0,4.0,1.0,0.0,9.0,0.0,2.0,0.0,40791.0,3048.6304,100.0,52.0,46.0,53821,0.151662
7098,Rascal Jester,LJL,2022-02-23 09:42:27,1,2075,1.0,0,8,24,1.0,3.0,0.0,2.0,4.0,10.0,0.0,2.0,61000.0,3232.5976,90.0,54.0,42.0,55375,-0.172135
7099,Burning Core,LJL,2022-02-23 09:42:27,0,2075,1.0,1,24,8,0.0,2.0,2.0,0.0,10.0,4.0,2.0,0.0,86196.0,3044.9928,104.0,45.0,51.0,69441,0.172135
7100,T1,LCK,2022-02-23 09:45:56,1,1805,1.0,1,22,11,1.0,2.0,2.0,0.0,9.0,2.0,1.0,0.0,71936.0,2539.4127,97.0,63.0,43.0,62459,0.159008
7101,DWG KIA,LCK,2022-02-23 09:45:56,0,1805,1.0,0,11,22,0.0,1.0,0.0,2.0,2.0,9.0,0.0,1.0,42450.0,3036.1662,114.0,49.0,51.0,48760,-0.159008
7102,Ultra Prime,LPL,2022-02-23 10:06:42,1,1924,2.0,0,7,18,1.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,45960.0,2551.185,97.0,59.0,46.0,51984,-0.102003
7103,Oh My God,LPL,2022-02-23 10:06:42,0,1924,2.0,1,18,7,0.0,3.0,1.0,0.0,8.0,2.0,1.0,0.0,55392.0,2280.3742,111.0,43.0,44.0,60859,0.102003
7104,Fukuoka SoftBank HAWKS gaming,LJL,2022-02-23 10:41:11,1,2313,1.0,0,6,14,1.0,1.0,0.0,1.0,2.0,8.0,0.0,1.0,58424.0,2512.192,130.0,67.0,62.0,60367,-0.05136
7105,Sengoku Gaming,LJL,2022-02-23 10:41:11,0,2313,1.0,1,14,6,0.0,4.0,1.0,0.0,8.0,2.0,1.0,0.0,67959.0,2241.0636,126.0,73.0,52.0,69470,0.05136
7106,Ultra Prime,LPL,2022-02-23 10:57:35,0,1985,3.0,1,26,9,1.0,4.0,1.0,0.0,9.0,2.0,2.0,0.0,76120.0,2694.2872,115.0,74.0,51.0,65004,0.200782
7107,Oh My God,LPL,2022-02-23 10:57:35,1,1985,3.0,0,9,26,0.0,0.0,0.0,1.0,2.0,9.0,0.0,2.0,55682.0,2990.8111,129.0,61.0,43.0,49272,-0.200782
7108,DWG KIA,LCK,2022-02-23 11:41:55,1,2776,2.0,0,12,12,0.0,5.0,1.0,2.0,5.0,9.0,0.0,1.0,88053.0,2597.2911,177.0,73.0,60.0,79673,0.0257598
7109,T1,LCK,2022-02-23 11:41:55,0,2776,2.0,1,12,12,1.0,2.0,2.0,1.0,9.0,5.0,1.0,0.0,81499.0,2602.2839,153.0,84.0,63.0,82121,-0.0257598
7110,DetonatioN FocusMe,LJL,2022-02-23 11:48:59,1,1658,1.0,1,13,5,1.0,2.0,1.0,0.0,9.0,1.0,2.0,0.0,42672.0,1618.082,90.0,53.0,40.0,54502,0.0819465
7111,AXIZ,LJL,2022-02-23 11:48:59,0,1658,1.0,0,5,13,0.0,2.0,0.0,1.0,1.0,9.0,0.0,2.0,24935.0,2076.2967,112.0,40.0,40.0,42315,-0.0819465
7112,Victory Five,LPL,2022-02-23 12:11:50,1,1749,1.0,1,14,7,1.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,44584.0,3400.446,84.0,40.0,36.0,59487,0.121399
7113,EDward Gaming,LPL,2022-02-23 12:11:50,0,1749,1.0,0,7,14,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,66248.0,2065.0429,80.0,39.0,33.0,47178,-0.121399
7114,EDward Gaming,LPL,2022-02-23 13:01:38,1,1579,2.0,0,8,22,1.0,1.0,0.0,1.0,3.0,10.0,0.0,1.0,48393.0,2981.0006,83.0,26.0,37.0,43145,-0.195402
7115,Victory Five,LPL,2022-02-23 13:01:38,0,1579,2.0,1,22,8,0.0,3.0,1.0,0.0,10.0,3.0,1.0,0.0,63495.0,3029.753,74.0,42.0,35.0,54606,0.195402
7116,Fredit BRION,LCK,2022-02-24 06:44:09,1,1856,1.0,0,3,11,1.0,1.0,0.0,1.0,2.0,10.0,0.0,1.0,56184.0,2121.6272,114.0,51.0,55.0,50534,-0.134933
7117,DRX,LCK,2022-02-24 06:44:09,0,1856,1.0,1,11,3,0.0,4.0,1.0,0.0,10.0,2.0,1.0,0.0,44937.0,3057.0582,92.0,61.0,37.0,62410,0.134933
7118,DRX,LCK,2022-02-24 08:38:36,0,2032,2.0,0,10,14,1.0,1.0,0.0,1.0,2.0,9.0,0.0,2.0,53558.0,2796.6437,116.0,59.0,52.0,54640,-0.113868
7119,Fredit BRION,LCK,2022-02-24 08:38:36,1,2032,2.0,1,14,10,0.0,4.0,1.0,0.0,9.0,2.0,2.0,0.0,69233.0,2470.187,137.0,77.0,57.0,63808,0.113868
7120,Team WE,LPL,2022-02-24 09:21:04,1,2885,1.0,0,17,15,1.0,4.0,2.0,2.0,4.0,11.0,0.0,7.0,96693.0,3240.4991,152.0,100.0,68.0,86301,-0.0316766
7121,Bilibili Gaming,LPL,2022-02-24 09:21:04,0,2885,1.0,1,15,18,0.0,3.0,2.0,2.0,11.0,4.0,7.0,0.0,122005.0,3041.9064,211.0,76.0,79.0,88761,0.0316766
7122,DRX,LCK,2022-02-24 09:35:28,1,1727,3.0,1,13,8,0.0,3.0,1.0,0.0,11.0,1.0,3.0,0.0,53377.0,2248.0718,97.0,48.0,46.0,56398,0.121295
7123,Fredit BRION,LCK,2022-02-24 09:35:28,0,1727,3.0,0,7,13,1.0,2.0,0.0,1.0,1.0,11.0,0.0,3.0,32077.0,2750.6196,96.0,47.0,44.0,43437,-0.121295
7124,Liiv SANDBOX,LCK,2022-02-24 10:31:08,1,2288,1.0,1,18,12,1.0,2.0,2.0,0.0,11.0,4.0,3.0,0.0,77281.0,2314.9825,144.0,52.0,52.0,75303,0.0115349
7125,Hanwha Life Esports,LCK,2022-02-24 10:31:08,0,2288,1.0,0,12,18,0.0,4.0,0.0,2.0,4.0,11.0,0.0,3.0,57462.0,2824.7465,116.0,76.0,52.0,67121,-0.0115349
7126,Bilibili Gaming,LPL,2022-02-24 10:32:36,1,1700,2.0,0,10,19,1.0,0.0,0.0,1.0,3.0,9.0,0.0,2.0,52531.0,3332.6118,89.0,44.0,46.0,47795,-0.0893132
7127,Team WE,LPL,2022-02-24 10:32:36,0,1700,2.0,1,19,10,0.0,4.0,1.0,0.0,9.0,3.0,2.0,0.0,69919.0,2661.0706,82.0,50.0,36.0,56559,0.0893132
7128,Bilibili Gaming,LPL,2022-02-24 11:20:56,1,1615,3.0,1,16,5,1.0,4.0,1.0,0.0,11.0,1.0,3.0,0.0,57201.0,2102.9721,85.0,38.0,36.0,56094,0.270356
7129,Team WE,LPL,2022-02-24 11:20:56,0,1615,3.0,0,5,16,0.0,0.0,0.0,1.0,1.0,11.0,0.0,3.0,27377.0,2910.6873,76.0,34.0,32.0,40888,-0.270356
7130,Liiv SANDBOX,LCK,2022-02-24 12:17:16,0,2199,2.0,1,14,6,1.0,3.0,1.0,0.0,9.0,5.0,1.0,0.0,67931.0,2565.9209,128.0,62.0,51.0,68083,0.0331054
7131,Hanwha Life Esports,LCK,2022-02-24 12:17:16,1,2199,2.0,0,6,14,0.0,3.0,0.0,1.0,5.0,9.0,0.0,1.0,56399.0,2384.0109,132.0,78.0,48.0,60948,-0.0331054
7132,Weibo Gaming,LPL,2022-02-24 12:27:27,0,2711,1.0,1,26,15,1.0,4.0,2.0,1.0,8.0,6.0,1.0,0.0,147136.0,4283.3714,166.0,57.0,58.0,85947,-0.0131127
7133,LNG Esports,LPL,2022-02-24 12:27:27,1,2711,1.0,0,15,26,0.0,3.0,1.0,2.0,6.0,8.0,0.0,1.0,149779.0,3804.8986,133.0,79.0,55.0,80187,0.0131127
7134,Weibo Gaming,LPL,2022-02-24 13:34:11,1,1891,2.0,0,9,24,0.0,0.0,0.0,1.0,3.0,9.0,0.0,1.0,55270.0,3096.4886,95.0,44.0,40.0,52558,-0.124628
7135,LNG Esports,LPL,2022-02-24 13:34:11,0,1891,2.0,1,24,9,1.0,4.0,1.0,0.0,9.0,3.0,1.0,0.0,79146.0,2954.1512,84.0,42.0,40.0,63740,0.124628
7136,LNG Esports,LPL,2022-02-24 14:27:09,1,1858,3.0,0,7,15,1.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,44350.0,2543.7675,104.0,51.0,42.0,50612,-0.0549508
7137,Weibo Gaming,LPL,2022-02-24 14:27:09,0,1858,3.0,1,15,7,0.0,4.0,1.0,0.0,11.0,1.0,3.0,0.0,59942.0,2432.9386,102.0,58.0,39.0,61360,0.0549508
7138,Gen.G,LCK,2022-02-25 05:36:33,1,1563,1.0,1,13,5,1.0,3.0,1.0,0.0,9.0,2.0,1.0,0.0,38643.0,2045.4127,87.0,52.0,35.0,54743,0.0760497
7139,Nongshim RedForce,LCK,2022-02-25 05:36:33,0,1563,1.0,0,5,13,0.0,0.0,0.0,1.0,2.0,9.0,0.0,1.0,24022.0,2155.2783,89.0,31.0,42.0,42486,-0.0760497
7140,ThunderTalk Gaming,LPL,2022-02-25 07:20:16,1,2020,1.0,0,5,13,0.0,2.0,0.0,2.0,2.0,11.0,0.0,3.0,71731.0,2772.6238,116.0,56.0,50.0,53617,-0.130574
7141,LGD Gaming,LPL,2022-02-25 07:20:16,0,2020,1.0,1,13,5,1.0,4.0,2.0,0.0,11.0,2.0,3.0,0.0,63840.0,2920.9604,101.0,49.0,47.0,62153,0.130574
7142,LGD Gaming,LPL,2022-02-25 08:14:02,1,1778,2.0,0,7,16,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,41324.0,2814.4319,77.0,49.0,31.0,46079,-0.182457
7143,ThunderTalk Gaming,LPL,2022-02-25 08:14:02,0,1778,2.0,1,16,7,1.0,4.0,1.0,0.0,9.0,1.0,1.0,0.0,64150.0,2706.8504,97.0,40.0,42.0,58944,0.182457
7144,Gen.G,LCK,2022-02-25 08:35:04,1,1424,2.0,1,15,3,1.0,3.0,1.0,0.0,9.0,1.0,1.0,0.0,47202.0,2858.9747,62.0,46.0,25.0,51311,0.19855
7145,Nongshim RedForce,LCK,2022-02-25 08:35:04,0,1424,2.0,0,3,15,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,32108.0,2935.2809,77.0,19.0,29.0,36321,-0.19855
7146,Frank Esports,PCS,2022-02-25 08:43:12,0,1680,1.0,0,4,12,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,28313.0,2386.1429,98.0,44.0,40.0,40384,-0.174889
7147,Beyond Gaming,PCS,2022-02-25 08:43:12,1,1680,1.0,1,12,4,1.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,47459.0,1822.5,84.0,47.0,35.0,53571,0.174889
7148,AXIZ,LJL,2022-02-25 08:44:57,1,1937,1.0,0,10,16,0.0,2.0,0.0,1.0,1.0,11.0,0.0,3.0,53190.0,2351.8637,146.0,49.0,49.0,51776,-0.207666
7149,Sengoku Gaming,LJL,2022-02-25 08:44:57,0,1937,1.0,1,16,10,1.0,3.0,1.0,0.0,11.0,1.0,3.0,0.0,55318.0,2561.2907,115.0,84.0,48.0,63257,0.207666
7150,LGD Gaming,LPL,2022-02-25 09:05:25,1,1893,3.0,1,17,7,1.0,4.0,1.0,0.0,10.0,0.0,2.0,0.0,64447.0,3164.7861,80.0,61.0,38.0,61254,0.15494
7151,ThunderTalk Gaming,LPL,2022-02-25 09:05:25,0,1893,3.0,0,7,17,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,74461.0,2839.2076,99.0,36.0,40.0,48364,-0.15494
7152,Anyone's Legend,LPL,2022-02-25 09:23:29,1,1995,1.0,0,5,17,0.0,0.0,0.0,1.0,2.0,10.0,0.0,2.0,37970.0,2802.7068,121.0,47.0,51.0,50050,-0.179576
7153,JD Gaming,LPL,2022-02-25 09:23:29,0,1995,1.0,1,17,5,1.0,4.0,1.0,0.0,10.0,2.0,2.0,0.0,78547.0,1992.3308,121.0,66.0,46.0,66553,0.179576
7154,Kwangdong Freecs,LCK,2022-02-25 09:26:25,1,2091,1.0,0,3,13,0.0,2.0,0.0,1.0,3.0,8.0,0.0,1.0,31455.0,2232.6829,119.0,75.0,55.0,54519,-0.122159
7155,DWG KIA,LCK,2022-02-25 09:26:25,0,2091,1.0,1,13,3,1.0,3.0,1.0,0.0,8.0,3.0,1.0,0.0,52588.0,2014.3185,139.0,69.0,50.0,66520,0.122159
7156,Fukuoka SoftBank HAWKS gaming,LJL,2022-02-25 09:41:54,1,2223,1.0,1,12,7,0.0,3.0,1.0,0.0,11.0,2.0,3.0,0.0,63164.0,1833.8462,117.0,61.0,58.0,69827,0.127943
7157,V3 Esports,LJL,2022-02-25 09:41:54,0,2223,1.0,0,7,12,1.0,2.0,0.0,1.0,2.0,11.0,0.0,3.0,39297.0,2334.359,114.0,54.0,54.0,58783,-0.127943
7158,GAM Esports,VCS,2022-02-25 09:43:05,0,1869,1.0,1,34,15,1.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,92670.0,3103.5955,99.0,45.0,41.0,67988,0.162609
7159,Saigon Buffalo,VCS,2022-02-25 09:43:05,1,1869,1.0,0,15,34,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,68745.0,3545.1364,94.0,40.0,42.0,52742,-0.162609
7160,Deep Cross Gaming,PCS,2022-02-25 09:52:15,1,1874,1.0,1,26,8,0.0,4.0,0.0,1.0,9.0,5.0,1.0,0.0,63414.0,2935.7417,94.0,37.0,35.0,61562,0.0879584
7161,Impunity,PCS,2022-02-25 09:52:15,0,1874,1.0,0,8,26,1.0,0.0,1.0,0.0,5.0,9.0,0.0,1.0,54585.0,2732.1451,95.0,36.0,39.0,54203,-0.0879584
7162,Anyone's Legend,LPL,2022-02-25 10:15:02,1,1922,2.0,1,24,10,0.0,4.0,1.0,0.0,9.0,4.0,1.0,0.0,63516.0,3012.7992,112.0,50.0,49.0,62313,0.0647028
7163,JD Gaming,LPL,2022-02-25 10:15:02,0,1922,2.0,0,10,24,1.0,0.0,0.0,1.0,4.0,9.0,0.0,1.0,70579.0,2687.3881,101.0,53.0,31.0,53795,-0.0647028
7164,CTBC Flying Oyster,PCS,2022-02-25 10:51:41,1,1363,1.0,1,19,1,1.0,3.0,1.0,0.0,11.0,0.0,3.0,0.0,41756.0,2025.2091,52.0,30.0,23.0,50538,0.486772
7165,Hurricane Gaming,PCS,2022-02-25 10:51:41,0,1363,1.0,0,1,19,0.0,0.0,0.0,1.0,0.0,11.0,0.0,3.0,19552.0,2518.9435,66.0,18.0,27.0,31337,-0.486772
7166,GAM Esports,VCS,2022-02-25 10:52:34,1,1272,2.0,0,5,19,0.0,2.0,0.0,1.0,3.0,7.0,0.0,2.0,33049.0,2999.717,54.0,27.0,24.0,36219,-0.0758467
7167,Saigon Buffalo,VCS,2022-02-25 10:52:34,0,1272,2.0,1,19,5,1.0,1.0,1.0,0.0,7.0,3.0,2.0,0.0,44231.0,2596.8396,62.0,18.0,25.0,44588,0.0758467
7168,Anyone's Legend,LPL,2022-02-25 11:07:59,1,2010,3.0,0,14,16,1.0,1.0,1.0,0.0,2.0,9.0,0.0,1.0,44945.0,2851.8507,122.0,59.0,55.0,58005,0.00592375
7169,JD Gaming,LPL,2022-02-25 11:07:59,0,2010,3.0,1,16,14,0.0,4.0,0.0,1.0,9.0,2.0,1.0,0.0,77628.0,2032.8358,114.0,63.0,42.0,64071,-0.00592375
7170,Burning Core,LJL,2022-02-25 11:11:48,0,1441,1.0,0,6,14,1.0,2.0,0.0,1.0,1.0,9.0,0.0,1.0,37594.0,2312.1027,81.0,29.0,38.0,39193,-0.195517
7171,DetonatioN FocusMe,LJL,2022-02-25 11:11:48,1,1441,1.0,1,14,6,0.0,1.0,1.0,0.0,9.0,1.0,1.0,0.0,40632.0,2604.6495,66.0,29.0,34.0,50115,0.195517
7172,Saigon Buffalo,VCS,2022-02-25 11:31:01,1,1735,3.0,0,9,30,1.0,1.0,0.0,2.0,0.0,11.0,0.0,2.0,57925.0,3343.1239,103.0,40.0,41.0,45555,-0.232758
7173,GAM Esports,VCS,2022-02-25 11:31:01,0,1735,3.0,1,30,9,0.0,3.0,2.0,0.0,11.0,0.0,2.0,0.0,76401.0,3168.9683,107.0,45.0,50.0,63808,0.232758
7174,Kwangdong Freecs,LCK,2022-02-25 11:45:49,1,2103,2.0,0,6,12,0.0,2.0,0.0,1.0,4.0,8.0,0.0,1.0,38496.0,2237.689,118.0,91.0,59.0,56899,-0.0487414
7175,DWG KIA,LCK,2022-02-25 11:45:49,0,2103,2.0,1,12,6,1.0,3.0,1.0,0.0,8.0,4.0,1.0,0.0,55128.0,2169.0157,168.0,69.0,49.0,64488,0.0487414
7176,Crest Gaming Act,LJL,2022-02-25 11:47:28,1,2070,1.0,1,12,4,1.0,5.0,1.0,0.0,11.0,2.0,2.0,0.0,58861.0,2188.8116,113.0,63.0,57.0,64576,0.122385
7177,Rascal Jester,LJL,2022-02-25 11:47:28,0,2070,1.0,0,4,12,0.0,0.0,0.0,1.0,2.0,11.0,0.0,2.0,47162.0,2466.5507,116.0,51.0,48.0,54698,-0.122385
7178,FunPlus Phoenix,LPL,2022-02-25 12:24:17,1,1684,1.0,0,7,17,1.0,1.0,0.0,1.0,3.0,10.0,0.0,1.0,27309.0,2561.0808,87.0,50.0,40.0,47316,-0.10286
7179,Rare Atom,LPL,2022-02-25 12:24:17,0,1684,1.0,1,17,7,0.0,3.0,1.0,0.0,10.0,3.0,1.0,0.0,50783.0,1858.1473,98.0,51.0,37.0,56226,0.10286
7180,Burst The Sky Esports,VCS,2022-02-25 12:45:53,0,1711,1.0,0,9,18,1.0,0.0,0.0,1.0,2.0,10.0,0.0,2.0,46194.0,2887.8551,88.0,29.0,40.0,50015,-0.0407959
7181,Team Secret,VCS,2022-02-25 12:45:53,1,1711,1.0,1,18,9,0.0,4.0,1.0,0.0,10.0,2.0,2.0,0.0,60126.0,2641.6131,85.0,42.0,39.0,59073,0.0407959
7182,Rare Atom,LPL,2022-02-25 13:10:17,0,1595,2.0,1,14,7,1.0,3.0,1.0,0.0,11.0,1.0,2.0,0.0,53672.0,2733.6677,85.0,44.0,42.0,55024,0.166273
7183,FunPlus Phoenix,LPL,2022-02-25 13:10:17,1,1595,2.0,0,7,14,0.0,1.0,0.0,1.0,1.0,11.0,0.0,2.0,51830.0,2738.5204,79.0,39.0,34.0,44205,-0.166273
7184,Burst The Sky Esports,VCS,2022-02-25 13:47:10,1,1479,2.0,0,5,21,0.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,30129.0,3149.8986,77.0,34.0,33.0,40432,-0.131193
7185,Team Secret,VCS,2022-02-25 13:47:10,0,1479,2.0,1,21,5,1.0,3.0,1.0,0.0,11.0,1.0,3.0,0.0,60090.0,2225.8824,82.0,32.0,36.0,53466,0.131193
7186,Excel Esports,LEC,2022-02-25 16:43:02,1,1551,1.0,1,17,7,1.0,1.0,1.0,0.0,10.0,3.0,2.0,0.0,43889.0,2242.4371,82.0,40.0,40.0,51788,0.145642
7187,MAD Lions,LEC,2022-02-25 16:43:02,0,1551,1.0,0,5,17,0.0,2.0,0.0,1.0,3.0,10.0,0.0,2.0,26253.0,2535.9768,90.0,27.0,29.0,42272,-0.145642
7188,Astralis,LEC,2022-02-25 17:15:30,1,2060,1.0,0,18,19,1.0,2.0,1.0,1.0,4.0,9.0,0.0,2.0,65945.0,2797.0194,112.0,46.0,39.0,62263,-0.0459329
7189,Team BDS,LEC,2022-02-25 17:15:30,0,2060,1.0,1,19,18,0.0,2.0,1.0,1.0,9.0,4.0,2.0,0.0,67639.0,2750.2136,118.0,39.0,51.0,67801,0.0459329
7190,SK Gaming,LEC,2022-02-25 18:26:31,1,2051,1.0,0,13,12,0.0,0.0,0.0,1.0,3.0,10.0,0.0,2.0,79971.0,3057.3964,109.0,44.0,41.0,55272,-0.13902
7191,Team Vitality,LEC,2022-02-25 18:26:31,0,2051,1.0,1,12,13,1.0,4.0,1.0,0.0,10.0,3.0,2.0,0.0,82509.0,3305.6168,104.0,45.0,39.0,63730,0.13902
7192,Fnatic,LEC,2022-02-25 19:23:49,1,1808,1.0,1,15,4,0.0,4.0,0.0,0.0,9.0,2.0,1.0,0.0,50726.0,1958.5288,87.0,45.0,30.0,58622,0.147484
7193,Rogue,LEC,2022-02-25 19:23:49,0,1808,1.0,0,4,15,1.0,1.0,0.0,0.0,2.0,9.0,0.0,1.0,34926.0,2347.1018,92.0,31.0,36.0,47483,-0.147484
7194,Misfits Gaming,LEC,2022-02-25 20:22:24,0,2332,1.0,1,30,22,0.0,1.0,2.0,1.0,10.0,11.0,2.0,2.0,104775.0,3439.6569,127.0,76.0,53.0,78394,0.0294671
7195,G2 Esports,LEC,2022-02-25 20:22:24,1,2332,1.0,0,22,30,1.0,4.0,1.0,2.0,11.0,10.0,2.0,2.0,93647.0,3781.1321,179.0,53.0,49.0,75559,-0.0294671
7196,Cloud9,LCS,2022-02-25 22:37:00,1,1595,1.0,1,13,5,1.0,1.0,1.0,0.0,11.0,0.0,3.0,0.0,43004.0,2546.4075,81.0,46.0,21.0,53897,0.279889
7197,Dignitas,LCS,2022-02-25 22:37:00,0,1595,1.0,0,5,13,0.0,2.0,0.0,1.0,0.0,11.0,0.0,3.0,37077.0,2314.9843,91.0,32.0,32.0,40545,-0.279889
7198,Golden Guardians,LCS,2022-02-25 23:32:00,1,1756,1.0,1,16,12,0.0,4.0,1.0,0.0,9.0,2.0,1.0,0.0,49485.0,2592.574,114.0,29.0,50.0,57015,0.0251021
